,Date (YYYY-MM-DD) Time (HH:MM:SS),Trough angle
715,2024-01-13 07:41:00,82.448
716,2024-01-13 07:42:00,82.214
717,2024-01-13 07:43:00,81.981
718,2024-01-13 07:44:00,81.747
719,2024-01-13 07:45:00,81.512
720,2024-01-13 07:46:00,81.277
721,2024-01-13 07:47:00,81.042
722,2024-01-13 07:48:00,80.807
723,2024-01-13 07:49:00,80.571
724,2024-01-13 07:50:00,80.334
725,2024-01-13 07:51:00,80.098
726,2024-01-13 07:52:00,79.861
727,2024-01-13 07:53:00,79.624
728,2024-01-13 07:54:00,79.386
729,2024-01-13 07:55:00,79.148
730,2024-01-13 07:56:00,78.91
731,2024-01-13 07:57:00,78.672
732,2024-01-13 07:58:00,78.433
733,2024-01-13 07:59:00,78.194
734,2024-01-13 08:00:00,77.954
735,2024-01-13 08:01:00,77.715
736,2024-01-13 08:02:00,77.474
737,2024-01-13 08:03:00,77.234
738,2024-01-13 08:04:00,76.993
739,2024-01-13 08:05:00,76.752
740,2024-01-13 08:06:00,76.511
741,2024-01-13 08:07:00,76.269
742,2024-01-13 08:08:00,76.027
743,2024-01-13 08:09:00,75.785
744,2024-01-13 08:10:00,75.543
745,2024-01-13 08:11:00,75.3
746,2024-01-13 08:12:00,75.056
747,2024-01-13 08:13:00,74.813
748,2024-01-13 08:14:00,74.569
749,2024-01-13 08:15:00,74.325
750,2024-01-13 08:16:00,74.081
751,2024-01-13 08:17:00,73.836
752,2024-01-13 08:18:00,73.591
753,2024-01-13 08:19:00,73.345
754,2024-01-13 08:20:00,73.1
755,2024-01-13 08:21:00,72.854
756,2024-01-13 08:22:00,72.607
757,2024-01-13 08:23:00,72.36
758,2024-01-13 08:24:00,72.113
759,2024-01-13 08:25:00,71.866
760,2024-01-13 08:26:00,71.618
761,2024-01-13 08:27:00,71.371
762,2024-01-13 08:28:00,71.122
763,2024-01-13 08:29:00,70.874
764,2024-01-13 08:30:00,70.625
765,2024-01-13 08:31:00,70.375
766,2024-01-13 08:32:00,70.126
767,2024-01-13 08:33:00,69.876
768,2024-01-13 08:34:00,69.626
769,2024-01-13 08:35:00,69.375
770,2024-01-13 08:36:00,69.124
771,2024-01-13 08:37:00,68.873
772,2024-01-13 08:38:00,68.621
773,2024-01-13 08:39:00,68.369
774,2024-01-13 08:40:00,68.117
775,2024-01-13 08:41:00,67.864
776,2024-01-13 08:42:00,67.611
777,2024-01-13 08:43:00,67.358
778,2024-01-13 08:44:00,67.104
779,2024-01-13 08:45:00,66.85
780,2024-01-13 08:46:00,66.596
781,2024-01-13 08:47:00,66.341
782,2024-01-13 08:48:00,66.086
783,2024-01-13 08:49:00,65.831
784,2024-01-13 08:50:00,65.575
785,2024-01-13 08:51:00,65.319
786,2024-01-13 08:52:00,65.062
787,2024-01-13 08:53:00,64.805
788,2024-01-13 08:54:00,64.548
789,2024-01-13 08:55:00,64.291
790,2024-01-13 08:56:00,64.033
791,2024-01-13 08:57:00,63.775
792,2024-01-13 08:58:00,63.516
793,2024-01-13 08:59:00,63.257
794,2024-01-13 09:00:00,62.998
795,2024-01-13 09:01:00,62.738
796,2024-01-13 09:02:00,62.478
797,2024-01-13 09:03:00,62.217
798,2024-01-13 09:04:00,61.956
799,2024-01-13 09:05:00,61.695
800,2024-01-13 09:06:00,61.434
801,2024-01-13 09:07:00,61.172
802,2024-01-13 09:08:00,60.909
803,2024-01-13 09:09:00,60.646
804,2024-01-13 09:10:00,60.383
805,2024-01-13 09:11:00,60.12
806,2024-01-13 09:12:00,59.856
807,2024-01-13 09:13:00,59.592
808,2024-01-13 09:14:00,59.327
809,2024-01-13 09:15:00,59.062
810,2024-01-13 09:16:00,58.797
811,2024-01-13 09:17:00,58.531
812,2024-01-13 09:18:00,58.265
813,2024-01-13 09:19:00,57.998
814,2024-01-13 09:20:00,57.731
815,2024-01-13 09:21:00,57.464
816,2024-01-13 09:22:00,57.196
817,2024-01-13 09:23:00,56.928
818,2024-01-13 09:24:00,56.659
819,2024-01-13 09:25:00,56.391
820,2024-01-13 09:26:00,56.121
821,2024-01-13 09:27:00,55.851
822,2024-01-13 09:28:00,55.581
823,2024-01-13 09:29:00,55.311
824,2024-01-13 09:30:00,55.04
825,2024-01-13 09:31:00,54.769
826,2024-01-13 09:32:00,54.497
827,2024-01-13 09:33:00,54.225
828,2024-01-13 09:34:00,53.952
829,2024-01-13 09:35:00,53.679
830,2024-01-13 09:36:00,53.406
831,2024-01-13 09:37:00,53.132
832,2024-01-13 09:38:00,52.858
833,2024-01-13 09:39:00,52.583
834,2024-01-13 09:40:00,52.309
835,2024-01-13 09:41:00,52.033
836,2024-01-13 09:42:00,51.757
837,2024-01-13 09:43:00,51.481
838,2024-01-13 09:44:00,51.205
839,2024-01-13 09:45:00,50.928
840,2024-01-13 09:46:00,50.65
841,2024-01-13 09:47:00,50.372
842,2024-01-13 09:48:00,50.094
843,2024-01-13 09:49:00,49.815
844,2024-01-13 09:50:00,49.536
845,2024-01-13 09:51:00,49.257
846,2024-01-13 09:52:00,48.977
847,2024-01-13 09:53:00,48.696
848,2024-01-13 09:54:00,48.416
849,2024-01-13 09:55:00,48.135
850,2024-01-13 09:56:00,47.853
851,2024-01-13 09:57:00,47.571
852,2024-01-13 09:58:00,47.289
853,2024-01-13 09:59:00,47.006
854,2024-01-13 10:00:00,46.723
855,2024-01-13 10:01:00,46.439
856,2024-01-13 10:02:00,46.155
857,2024-01-13 10:03:00,45.87
858,2024-01-13 10:04:00,45.585
859,2024-01-13 10:05:00,45.3
860,2024-01-13 10:06:00,45.014
861,2024-01-13 10:07:00,44.728
862,2024-01-13 10:08:00,44.442
863,2024-01-13 10:09:00,44.155
864,2024-01-13 10:10:00,43.867
865,2024-01-13 10:11:00,43.579
866,2024-01-13 10:12:00,43.291
867,2024-01-13 10:13:00,43.002
868,2024-01-13 10:14:00,42.713
869,2024-01-13 10:15:00,42.424
870,2024-01-13 10:16:00,42.134
871,2024-01-13 10:17:00,41.844
872,2024-01-13 10:18:00,41.553
873,2024-01-13 10:19:00,41.262
874,2024-01-13 10:20:00,40.97
875,2024-01-13 10:21:00,40.678
876,2024-01-13 10:22:00,40.386
877,2024-01-13 10:23:00,40.093
878,2024-01-13 10:24:00,39.8
879,2024-01-13 10:25:00,39.506
880,2024-01-13 10:26:00,39.212
881,2024-01-13 10:27:00,38.917
882,2024-01-13 10:28:00,38.623
883,2024-01-13 10:29:00,38.327
884,2024-01-13 10:30:00,38.032
885,2024-01-13 10:31:00,37.736
886,2024-01-13 10:32:00,37.439
887,2024-01-13 10:33:00,37.142
888,2024-01-13 10:34:00,36.845
889,2024-01-13 10:35:00,36.547
890,2024-01-13 10:36:00,36.249
891,2024-01-13 10:37:00,35.951
892,2024-01-13 10:38:00,35.652
893,2024-01-13 10:39:00,35.352
894,2024-01-13 10:40:00,35.053
895,2024-01-13 10:41:00,34.753
896,2024-01-13 10:42:00,34.452
897,2024-01-13 10:43:00,34.151
898,2024-01-13 10:44:00,33.85
899,2024-01-13 10:45:00,33.548
900,2024-01-13 10:46:00,33.246
901,2024-01-13 10:47:00,32.944
902,2024-01-13 10:48:00,32.641
903,2024-01-13 10:49:00,32.338
904,2024-01-13 10:50:00,32.035
905,2024-01-13 10:51:00,31.731
906,2024-01-13 10:52:00,31.426
907,2024-01-13 10:53:00,31.122
908,2024-01-13 10:54:00,30.817
909,2024-01-13 10:55:00,30.511
910,2024-01-13 10:56:00,30.205
911,2024-01-13 10:57:00,29.899
912,2024-01-13 10:58:00,29.593
913,2024-01-13 10:59:00,29.286
914,2024-01-13 11:00:00,28.979
915,2024-01-13 11:01:00,28.671
916,2024-01-13 11:02:00,28.363
917,2024-01-13 11:03:00,28.055
918,2024-01-13 11:04:00,27.746
919,2024-01-13 11:05:00,27.437
920,2024-01-13 11:06:00,27.128
921,2024-01-13 11:07:00,26.818
922,2024-01-13 11:08:00,26.508
923,2024-01-13 11:09:00,26.198
924,2024-01-13 11:10:00,25.887
925,2024-01-13 11:11:00,25.576
926,2024-01-13 11:12:00,25.264
927,2024-01-13 11:13:00,24.953
928,2024-01-13 11:14:00,24.641
929,2024-01-13 11:15:00,24.328
930,2024-01-13 11:16:00,24.016
931,2024-01-13 11:17:00,23.703
932,2024-01-13 11:18:00,23.389
933,2024-01-13 11:19:00,23.076
934,2024-01-13 11:20:00,22.762
935,2024-01-13 11:21:00,22.448
936,2024-01-13 11:22:00,22.133
937,2024-01-13 11:23:00,21.818
938,2024-01-13 11:24:00,21.503
939,2024-01-13 11:25:00,21.188
940,2024-01-13 11:26:00,20.872
941,2024-01-13 11:27:00,20.556
942,2024-01-13 11:28:00,20.24
943,2024-01-13 11:29:00,19.923
944,2024-01-13 11:30:00,19.607
945,2024-01-13 11:31:00,19.29
946,2024-01-13 11:32:00,18.972
947,2024-01-13 11:33:00,18.655
948,2024-01-13 11:34:00,18.337
949,2024-01-13 11:35:00,18.019
950,2024-01-13 11:36:00,17.7
951,2024-01-13 11:37:00,17.382
952,2024-01-13 11:38:00,17.063
953,2024-01-13 11:39:00,16.744
954,2024-01-13 11:40:00,16.424
955,2024-01-13 11:41:00,16.105
956,2024-01-13 11:42:00,15.785
957,2024-01-13 11:43:00,15.465
958,2024-01-13 11:44:00,15.145
959,2024-01-13 11:45:00,14.824
960,2024-01-13 11:46:00,14.504
961,2024-01-13 11:47:00,14.183
962,2024-01-13 11:48:00,13.862
963,2024-01-13 11:49:00,13.541
964,2024-01-13 11:50:00,13.219
965,2024-01-13 11:51:00,12.897
966,2024-01-13 11:52:00,12.576
967,2024-01-13 11:53:00,12.254
968,2024-01-13 11:54:00,11.931
969,2024-01-13 11:55:00,11.609
970,2024-01-13 11:56:00,11.286
971,2024-01-13 11:57:00,10.964
972,2024-01-13 11:58:00,10.641
973,2024-01-13 11:59:00,10.318
974,2024-01-13 12:00:00,9.995
975,2024-01-13 12:01:00,9.671
976,2024-01-13 12:02:00,9.348
977,2024-01-13 12:03:00,9.024
978,2024-01-13 12:04:00,8.7
979,2024-01-13 12:05:00,8.377
980,2024-01-13 12:06:00,8.053
981,2024-01-13 12:07:00,7.728
982,2024-01-13 12:08:00,7.404
983,2024-01-13 12:09:00,7.08
984,2024-01-13 12:10:00,6.755
985,2024-01-13 12:11:00,6.431
986,2024-01-13 12:12:00,6.106
987,2024-01-13 12:13:00,5.782
988,2024-01-13 12:14:00,5.457
989,2024-01-13 12:15:00,5.132
990,2024-01-13 12:16:00,4.807
991,2024-01-13 12:17:00,4.482
992,2024-01-13 12:18:00,4.157
993,2024-01-13 12:19:00,3.831
994,2024-01-13 12:20:00,3.506
995,2024-01-13 12:21:00,3.181
996,2024-01-13 12:22:00,2.856
997,2024-01-13 12:23:00,2.53
998,2024-01-13 12:24:00,2.205
999,2024-01-13 12:25:00,1.879
1000,2024-01-13 12:26:00,1.554
1001,2024-01-13 12:27:00,1.228
1002,2024-01-13 12:28:00,0.903
1003,2024-01-13 12:29:00,0.577
1004,2024-01-13 12:30:00,0.252
1005,2024-01-13 12:31:00,-0.074
1006,2024-01-13 12:32:00,-0.399
1007,2024-01-13 12:33:00,-0.725
1008,2024-01-13 12:34:00,-1.05
1009,2024-01-13 12:35:00,-1.376
1010,2024-01-13 12:36:00,-1.701
1011,2024-01-13 12:37:00,-2.027
1012,2024-01-13 12:38:00,-2.352
1013,2024-01-13 12:39:00,-2.677
1014,2024-01-13 12:40:00,-3.003
1015,2024-01-13 12:41:00,-3.328
1016,2024-01-13 12:42:00,-3.653
1017,2024-01-13 12:43:00,-3.979
1018,2024-01-13 12:44:00,-4.304
1019,2024-01-13 12:45:00,-4.629
1020,2024-01-13 12:46:00,-4.954
1021,2024-01-13 12:47:00,-5.279
1022,2024-01-13 12:48:00,-5.603
1023,2024-01-13 12:49:00,-5.928
1024,2024-01-13 12:50:00,-6.253
1025,2024-01-13 12:51:00,-6.577
1026,2024-01-13 12:52:00,-6.902
1027,2024-01-13 12:53:00,-7.226
1028,2024-01-13 12:54:00,-7.551
1029,2024-01-13 12:55:00,-7.875
1030,2024-01-13 12:56:00,-8.199
1031,2024-01-13 12:57:00,-8.523
1032,2024-01-13 12:58:00,-8.846
1033,2024-01-13 12:59:00,-9.17
1034,2024-01-13 13:00:00,-9.494
1035,2024-01-13 13:01:00,-9.817
1036,2024-01-13 13:02:00,-10.14
1037,2024-01-13 13:03:00,-10.463
1038,2024-01-13 13:04:00,-10.786
1039,2024-01-13 13:05:00,-11.109
1040,2024-01-13 13:06:00,-11.431
1041,2024-01-13 13:07:00,-11.754
1042,2024-01-13 13:08:00,-12.076
1043,2024-01-13 13:09:00,-12.398
1044,2024-01-13 13:10:00,-12.72
1045,2024-01-13 13:11:00,-13.042
1046,2024-01-13 13:12:00,-13.363
1047,2024-01-13 13:13:00,-13.685
1048,2024-01-13 13:14:00,-14.006
1049,2024-01-13 13:15:00,-14.327
1050,2024-01-13 13:16:00,-14.647
1051,2024-01-13 13:17:00,-14.968
1052,2024-01-13 13:18:00,-15.288
1053,2024-01-13 13:19:00,-15.608
1054,2024-01-13 13:20:00,-15.928
1055,2024-01-13 13:21:00,-16.248
1056,2024-01-13 13:22:00,-16.567
1057,2024-01-13 13:23:00,-16.886
1058,2024-01-13 13:24:00,-17.205
1059,2024-01-13 13:25:00,-17.524
1060,2024-01-13 13:26:00,-17.842
1061,2024-01-13 13:27:00,-18.16
1062,2024-01-13 13:28:00,-18.478
1063,2024-01-13 13:29:00,-18.796
1064,2024-01-13 13:30:00,-19.113
1065,2024-01-13 13:31:00,-19.43
1066,2024-01-13 13:32:00,-19.747
1067,2024-01-13 13:33:00,-20.064
1068,2024-01-13 13:34:00,-20.38
1069,2024-01-13 13:35:00,-20.696
1070,2024-01-13 13:36:00,-21.012
1071,2024-01-13 13:37:00,-21.327
1072,2024-01-13 13:38:00,-21.643
1073,2024-01-13 13:39:00,-21.957
1074,2024-01-13 13:40:00,-22.272
1075,2024-01-13 13:41:00,-22.586
1076,2024-01-13 13:42:00,-22.9
1077,2024-01-13 13:43:00,-23.214
1078,2024-01-13 13:44:00,-23.527
1079,2024-01-13 13:45:00,-23.84
1080,2024-01-13 13:46:00,-24.153
1081,2024-01-13 13:47:00,-24.466
1082,2024-01-13 13:48:00,-24.778
1083,2024-01-13 13:49:00,-25.089
1084,2024-01-13 13:50:00,-25.401
1085,2024-01-13 13:51:00,-25.712
1086,2024-01-13 13:52:00,-26.023
1087,2024-01-13 13:53:00,-26.333
1088,2024-01-13 13:54:00,-26.643
1089,2024-01-13 13:55:00,-26.953
1090,2024-01-13 13:56:00,-27.263
1091,2024-01-13 13:57:00,-27.572
1092,2024-01-13 13:58:00,-27.88
1093,2024-01-13 13:59:00,-28.189
1094,2024-01-13 14:00:00,-28.497
1095,2024-01-13 14:01:00,-28.805
1096,2024-01-13 14:02:00,-29.112
1097,2024-01-13 14:03:00,-29.419
1098,2024-01-13 14:04:00,-29.725
1099,2024-01-13 14:05:00,-30.032
1100,2024-01-13 14:06:00,-30.338
1101,2024-01-13 14:07:00,-30.643
1102,2024-01-13 14:08:00,-30.948
1103,2024-01-13 14:09:00,-31.253
1104,2024-01-13 14:10:00,-31.557
1105,2024-01-13 14:11:00,-31.861
1106,2024-01-13 14:12:00,-32.165
1107,2024-01-13 14:13:00,-32.468
1108,2024-01-13 14:14:00,-32.771
1109,2024-01-13 14:15:00,-33.074
1110,2024-01-13 14:16:00,-33.376
1111,2024-01-13 14:17:00,-33.677
1112,2024-01-13 14:18:00,-33.979
1113,2024-01-13 14:19:00,-34.28
1114,2024-01-13 14:20:00,-34.58
1115,2024-01-13 14:21:00,-34.88
1116,2024-01-13 14:22:00,-35.18
1117,2024-01-13 14:23:00,-35.48
1118,2024-01-13 14:24:00,-35.779
1119,2024-01-13 14:25:00,-36.077
1120,2024-01-13 14:26:00,-36.375
1121,2024-01-13 14:27:00,-36.673
1122,2024-01-13 14:28:00,-36.971
1123,2024-01-13 14:29:00,-37.268
1124,2024-01-13 14:30:00,-37.564
1125,2024-01-13 14:31:00,-37.86
1126,2024-01-13 14:32:00,-38.156
1127,2024-01-13 14:33:00,-38.451
1128,2024-01-13 14:34:00,-38.746
1129,2024-01-13 14:35:00,-39.041
1130,2024-01-13 14:36:00,-39.335
1131,2024-01-13 14:37:00,-39.629
1132,2024-01-13 14:38:00,-39.922
1133,2024-01-13 14:39:00,-40.215
1134,2024-01-13 14:40:00,-40.507
1135,2024-01-13 14:41:00,-40.8
1136,2024-01-13 14:42:00,-41.091
1137,2024-01-13 14:43:00,-41.382
1138,2024-01-13 14:44:00,-41.673
1139,2024-01-13 14:45:00,-41.964
1140,2024-01-13 14:46:00,-42.254
1141,2024-01-13 14:47:00,-42.543
1142,2024-01-13 14:48:00,-42.832
1143,2024-01-13 14:49:00,-43.121
1144,2024-01-13 14:50:00,-43.41
1145,2024-01-13 14:51:00,-43.698
1146,2024-01-13 14:52:00,-43.985
1147,2024-01-13 14:53:00,-44.272
1148,2024-01-13 14:54:00,-44.559
1149,2024-01-13 14:55:00,-44.845
1150,2024-01-13 14:56:00,-45.131
1151,2024-01-13 14:57:00,-45.416
1152,2024-01-13 14:58:00,-45.701
1153,2024-01-13 14:59:00,-45.986
1154,2024-01-13 15:00:00,-46.27
1155,2024-01-13 15:01:00,-46.554
1156,2024-01-13 15:02:00,-46.837
1157,2024-01-13 15:03:00,-47.12
1158,2024-01-13 15:04:00,-47.403
1159,2024-01-13 15:05:00,-47.685
1160,2024-01-13 15:06:00,-47.966
1161,2024-01-13 15:07:00,-48.248
1162,2024-01-13 15:08:00,-48.528
1163,2024-01-13 15:09:00,-48.809
1164,2024-01-13 15:10:00,-49.089
1165,2024-01-13 15:11:00,-49.368
1166,2024-01-13 15:12:00,-49.648
1167,2024-01-13 15:13:00,-49.926
1168,2024-01-13 15:14:00,-50.205
1169,2024-01-13 15:15:00,-50.483
1170,2024-01-13 15:16:00,-50.76
1171,2024-01-13 15:17:00,-51.037
1172,2024-01-13 15:18:00,-51.314
1173,2024-01-13 15:19:00,-51.59
1174,2024-01-13 15:20:00,-51.866
1175,2024-01-13 15:21:00,-52.142
1176,2024-01-13 15:22:00,-52.417
1177,2024-01-13 15:23:00,-52.691
1178,2024-01-13 15:24:00,-52.965
1179,2024-01-13 15:25:00,-53.239
1180,2024-01-13 15:26:00,-53.513
1181,2024-01-13 15:27:00,-53.786
1182,2024-01-13 15:28:00,-54.058
1183,2024-01-13 15:29:00,-54.331
1184,2024-01-13 15:30:00,-54.602
1185,2024-01-13 15:31:00,-54.874
1186,2024-01-13 15:32:00,-55.145
1187,2024-01-13 15:33:00,-55.415
1188,2024-01-13 15:34:00,-55.686
1189,2024-01-13 15:35:00,-55.955
1190,2024-01-13 15:36:00,-56.225
1191,2024-01-13 15:37:00,-56.494
1192,2024-01-13 15:38:00,-56.762
1193,2024-01-13 15:39:00,-57.031
1194,2024-01-13 15:40:00,-57.298
1195,2024-01-13 15:41:00,-57.566
1196,2024-01-13 15:42:00,-57.833
1197,2024-01-13 15:43:00,-58.1
1198,2024-01-13 15:44:00,-58.366
1199,2024-01-13 15:45:00,-58.632
1200,2024-01-13 15:46:00,-58.897
1201,2024-01-13 15:47:00,-59.162
1202,2024-01-13 15:48:00,-59.427
1203,2024-01-13 15:49:00,-59.691
1204,2024-01-13 15:50:00,-59.955
1205,2024-01-13 15:51:00,-60.219
1206,2024-01-13 15:52:00,-60.482
1207,2024-01-13 15:53:00,-60.745
1208,2024-01-13 15:54:00,-61.007
1209,2024-01-13 15:55:00,-61.269
1210,2024-01-13 15:56:00,-61.531
1211,2024-01-13 15:57:00,-61.792
1212,2024-01-13 15:58:00,-62.053
1213,2024-01-13 15:59:00,-62.314
1214,2024-01-13 16:00:00,-62.574
1215,2024-01-13 16:01:00,-62.834
1216,2024-01-13 16:02:00,-63.093
1217,2024-01-13 16:03:00,-63.352
1218,2024-01-13 16:04:00,-63.611
1219,2024-01-13 16:05:00,-63.869
1220,2024-01-13 16:06:00,-64.127
1221,2024-01-13 16:07:00,-64.385
1222,2024-01-13 16:08:00,-64.642
1223,2024-01-13 16:09:00,-64.899
1224,2024-01-13 16:10:00,-65.156
1225,2024-01-13 16:11:00,-65.412
1226,2024-01-13 16:12:00,-65.668
1227,2024-01-13 16:13:00,-65.923
1228,2024-01-13 16:14:00,-66.178
1229,2024-01-13 16:15:00,-66.433
1230,2024-01-13 16:16:00,-66.687
1231,2024-01-13 16:17:00,-66.941
1232,2024-01-13 16:18:00,-67.195
1233,2024-01-13 16:19:00,-67.449
1234,2024-01-13 16:20:00,-67.702
1235,2024-01-13 16:21:00,-67.954
1236,2024-01-13 16:22:00,-68.207
1237,2024-01-13 16:23:00,-68.459
1238,2024-01-13 16:24:00,-68.71
1239,2024-01-13 16:25:00,-68.962
1240,2024-01-13 16:26:00,-69.213
1241,2024-01-13 16:27:00,-69.463
1242,2024-01-13 16:28:00,-69.714
1243,2024-01-13 16:29:00,-69.964
1244,2024-01-13 16:30:00,-70.213
1245,2024-01-13 16:31:00,-70.463
1246,2024-01-13 16:32:00,-70.712
1247,2024-01-13 16:33:00,-70.96
1248,2024-01-13 16:34:00,-71.209
1249,2024-01-13 16:35:00,-71.457
1250,2024-01-13 16:36:00,-71.705
1251,2024-01-13 16:37:00,-71.952
1252,2024-01-13 16:38:00,-72.199
1253,2024-01-13 16:39:00,-72.446
1254,2024-01-13 16:40:00,-72.692
1255,2024-01-13 16:41:00,-72.938
1256,2024-01-13 16:42:00,-73.184
1257,2024-01-13 16:43:00,-73.43
1258,2024-01-13 16:44:00,-73.675
1259,2024-01-13 16:45:00,-73.92
1260,2024-01-13 16:46:00,-74.164
1261,2024-01-13 16:47:00,-74.408
1262,2024-01-13 16:48:00,-74.652
1263,2024-01-13 16:49:00,-74.896
1264,2024-01-13 16:50:00,-75.139
1265,2024-01-13 16:51:00,-75.382
1266,2024-01-13 16:52:00,-75.625
1267,2024-01-13 16:53:00,-75.867
1268,2024-01-13 16:54:00,-76.109
1269,2024-01-13 16:55:00,-76.351
1270,2024-01-13 16:56:00,-76.592
1271,2024-01-13 16:57:00,-76.833
1272,2024-01-13 16:58:00,-77.074
1273,2024-01-13 16:59:00,-77.314
1274,2024-01-13 17:00:00,-77.555
1275,2024-01-13 17:01:00,-77.794
1276,2024-01-13 17:02:00,-78.034
1277,2024-01-13 17:03:00,-78.273
1278,2024-01-13 17:04:00,-78.512
1279,2024-01-13 17:05:00,-78.751
1280,2024-01-13 17:06:00,-78.989
1281,2024-01-13 17:07:00,-79.227
1282,2024-01-13 17:08:00,-79.464
1283,2024-01-13 17:09:00,-79.702
1284,2024-01-13 17:10:00,-79.939
1285,2024-01-13 17:11:00,-80.175
1286,2024-01-13 17:12:00,-80.412
1287,2024-01-13 17:13:00,-80.648
1288,2024-01-13 17:14:00,-80.883
1289,2024-01-13 17:15:00,-81.119
1290,2024-01-13 17:16:00,-81.353
1291,2024-01-13 17:17:00,-81.588
1292,2024-01-13 17:18:00,-81.822
1293,2024-01-13 17:19:00,-82.056
1294,2024-01-13 17:20:00,-82.29
1295,2024-01-13 17:21:00,-82.523
1296,2024-01-13 17:22:00,-82.755
1297,2024-01-13 17:23:00,-82.988
1298,2024-01-13 17:24:00,-83.22
1299,2024-01-13 17:25:00,-83.451
1300,2024-01-13 17:26:00,-83.682
1301,2024-01-13 17:27:00,-83.913
1302,2024-01-13 17:28:00,-84.143
1303,2024-01-13 17:29:00,-84.372
1304,2024-01-13 17:30:00,-84.601
1305,2024-01-13 17:31:00,-84.83
1306,2024-01-13 17:32:00,-85.058
1307,2024-01-13 17:33:00,-85.285
1308,2024-01-13 17:34:00,-85.512
1309,2024-01-13 17:35:00,-85.738
1310,2024-01-13 17:36:00,-85.963
1311,2024-01-13 17:37:00,-86.187
1312,2024-01-13 17:38:00,-86.411
1313,2024-01-13 17:39:00,-86.634
1314,2024-01-13 17:40:00,-86.855
1315,2024-01-13 17:41:00,-87.076
1316,2024-01-13 17:42:00,-87.296
1317,2024-01-13 17:43:00,-87.514
1318,2024-01-13 17:44:00,-87.731
1319,2024-01-13 17:45:00,-87.946
1320,2024-01-13 17:46:00,-88.16
1321,2024-01-13 17:47:00,-88.372
1322,2024-01-13 17:48:00,-88.582
1323,2024-01-13 17:49:00,-88.791
1324,2024-01-13 17:50:00,-88.996
1325,2024-01-13 17:51:00,-89.2
1326,2024-01-13 17:52:00,-89.401
1327,2024-01-13 17:53:00,-89.599
1328,2024-01-13 17:54:00,-89.795
1329,2024-01-13 17:55:00,-89.989
1330,2024-01-13 17:56:00,-89.818
1331,2024-01-13 17:57:00,-88.96
1332,2024-01-13 17:58:00,-88.731
1333,2024-01-13 17:59:00,-88.502
1334,2024-01-13 18:00:00,-88.273
1335,2024-01-13 18:01:00,-88.044
1336,2024-01-13 18:02:00,-87.815
1337,2024-01-13 18:03:00,-87.587
1338,2024-01-13 18:04:00,-87.358
1339,2024-01-13 18:05:00,-87.13
1340,2024-01-13 18:06:00,-86.902
1341,2024-01-14 06:56:00,86.96
1342,2024-01-14 06:57:00,87.188
1343,2024-01-14 06:58:00,87.416
1344,2024-01-14 06:59:00,87.645
1345,2024-01-14 07:00:00,87.874
1346,2024-01-14 07:01:00,88.102
1347,2024-01-14 07:02:00,88.331
1348,2024-01-14 07:03:00,88.561
1349,2024-01-14 07:04:00,88.79
1350,2024-01-14 07:05:00,89.019
1351,2024-01-14 07:06:00,89.867
1352,2024-01-14 07:07:00,89.94
1353,2024-01-14 07:08:00,89.745
1354,2024-01-14 07:09:00,89.548
1355,2024-01-14 07:10:00,89.349
1356,2024-01-14 07:11:00,89.147
1357,2024-01-14 07:12:00,88.943
1358,2024-01-14 07:13:00,88.737
1359,2024-01-14 07:14:00,88.528
1360,2024-01-14 07:15:00,88.317
1361,2024-01-14 07:16:00,88.104
1362,2024-01-14 07:17:00,87.89
1363,2024-01-14 07:18:00,87.674
1364,2024-01-14 07:19:00,87.457
1365,2024-01-14 07:20:00,87.238
1366,2024-01-14 07:21:00,87.018
1367,2024-01-14 07:22:00,86.797
1368,2024-01-14 07:23:00,86.575
1369,2024-01-14 07:24:00,86.352
1370,2024-01-14 07:25:00,86.128
1371,2024-01-14 07:26:00,85.903
1372,2024-01-14 07:27:00,85.677
1373,2024-01-14 07:28:00,85.451
1374,2024-01-14 07:29:00,85.224
1375,2024-01-14 07:30:00,84.997
1376,2024-01-14 07:31:00,84.768
1377,2024-01-14 07:32:00,84.54
1378,2024-01-14 07:33:00,84.31
1379,2024-01-14 07:34:00,84.081
1380,2024-01-14 07:35:00,83.85
1381,2024-01-14 07:36:00,83.62
1382,2024-01-14 07:37:00,83.388
1383,2024-01-14 07:38:00,83.157
1384,2024-01-14 07:39:00,82.925
1385,2024-01-14 07:40:00,82.692
1386,2024-01-14 07:41:00,82.459
1387,2024-01-14 07:42:00,82.226
1388,2024-01-14 07:43:00,81.992
1389,2024-01-14 07:44:00,81.758
1390,2024-01-14 07:45:00,81.524
1391,2024-01-14 07:46:00,81.289
1392,2024-01-14 07:47:00,81.054
1393,2024-01-14 07:48:00,80.819
1394,2024-01-14 07:49:00,80.583
1395,2024-01-14 07:50:00,80.347
1396,2024-01-14 07:51:00,80.11
1397,2024-01-14 07:52:00,79.873
1398,2024-01-14 07:53:00,79.636
1399,2024-01-14 07:54:00,79.399
1400,2024-01-14 07:55:00,79.161
1401,2024-01-14 07:56:00,78.923
1402,2024-01-14 07:57:00,78.685
1403,2024-01-14 07:58:00,78.446
1404,2024-01-14 07:59:00,78.207
1405,2024-01-14 08:00:00,77.967
1406,2024-01-14 08:01:00,77.728
1407,2024-01-14 08:02:00,77.488
1408,2024-01-14 08:03:00,77.247
1409,2024-01-14 08:04:00,77.007
